Dataset	Domain	Score	Sent1	Sent2
STS2012-train	MSRpar	3.400	He and his colleagues attributed some of the communication gap to doctors feeling pressed for time.	He attributed some of the communication gap to doctors feeling pressed for time; patients cited discomfort discussing financial issues.
STS2012-train	MSRpar	4.000	State police said as many as 30 workers were trapped immediately after the garage collapsed.	As many as 30 people were believed to be trapped inside initially, the state police said.
STS2012-train	MSRpar	3.400	Before Thursday's matinee, Baker called a clubhouse meeting, concerned that the controversy had distracted the Cubs.	Baker called a pregame meeting, believing the the corked-bat episode had distracted the team.
STS2012-train	MSRpar	2.800	She was taken by ambulance to Charing Cross Hospital in Hammersmith.	She was taken to Charing Cross Hospital, where she remained critically ill last night.
STS2012-train	MSRpar	3.600	Bush turned out a statement yesterday thanking the commission for its work, and said, "Our journey into space will go on."	Mr. Bush did not discuss this when he issued a brief statement yesterday thanking the commission for its work, and saying, "Our journey into space will go on."
STS2012-train	MSRpar	4.800	OS ANGELES - ''The Hulk'' was a monster at the box office in its debut weekend, taking in a June opening record of $62.6 million.	"The Hulk" took in $62.6 million at the box office, a monster opening and a new June record.
STS2012-train	MSRpar	3.800	The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.	The governor is going to Jackson, where 13 people were killed.
STS2012-train	MSRpar	2.400	Congratulations on being named Time magazine's Person of the Year.	Time magazine named the American soldier its Person of the Year for 2003.
STS2012-train	MSRpar	1.600	Shortly after the opening bell, the Dow Jones Industrial Average was up 11.13 to 9,228.48, while the S&P 500 index gained 1.74 to 982.33.	After a weak start, the Dow Jones Industrial Average ended the day up 26.26 to 9,217.35, while the S&P 500 index rose 3 to 980.59.
STS2012-train	MSRpar	3.200	The indictment said he attended important meetings to plan the attacks, recruited fellow bombers and coordinated the operation.	Samudra not present in Bangkok, the indictment said, but attended a series of meetings before the attacks, recruiting fellow bombers and coordinating the operation.
STS2012-train	MSRpar	3.800	In addition, primary care trusts (PCTs) were given star ratings for the first time this year.	Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.
STS2012-train	MSRpar	4.200	It will also give Microsoft an opportunity to comment on remedies proposed by the Commission.	Among other things, Microsoft is to comment on proposed remedies in its response.
STS2012-train	MSRpar	5.000	Texans saddled with skyrocketing homeowners premiums might finally be getting relief.	Relief is in sight for Texans saddled with skyrocketing homeowners insurance premiums.
STS2012-train	MSRpar	3.400	Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot.	Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.
STS2012-train	MSRpar	1.000	The broader Standard & Poor's 500 Index rose 3.42 points, or 0.34 percent, to 1,007.84.	The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points, or 0.09 percent, at 1,744.91.
STS2012-train	MSRpar	3.333	Crews worked to install a new culvert and prepare the highway so motorists could use the eastbound lanes for travel as storm clouds threatened to dump more rain.	Crews worked to install a new culvert and repave the highway so motorists could use the eastbound lanes for travel.
STS2012-train	MSRpar	4.000	Halliburton on Tuesday reiterated its contention that KBR had "delivered fuel to Iraq at the best value, the best price and the best terms".	"We believe KBR delivered fuel to Iraq at the best value, the best price and the best terms," Halliburton spokeswoman Wendy Hall said.
STS2012-train	MSRpar	3.333	Elecia Battle, of Cleveland, told police she dropped her purse as she left the Quick Shop Food Mart last week after buying the ticket.	Elecia Battle dropped her purse after buying the Mega Millions Lottery ticket last week and believes the ticket blew away.
STS2012-train	MSRpar	3.200	Customers include Mitsubishi, Siemens, DBTel, Dell, HP, Palm, Philips, Sharp, and Sony.	MediaQ's customers include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.
STS2012-train	MSRpar	4.000	The Cleveland Cavaliers won the right to draft James by winning the NBA's annual lottery Thursday night.	Such was the case Thursday night when the Cleveland Cavaliers won the "LeBron James Lottery," otherwise known as the NBA draft lottery.
STS2012-train	MSRpar	3.800	Among the workers, the researchers found short workers had worse hearing than expected for their age.	"Short workers had worse hearing than expected by age -- three times more often than taller workers," writes Barrenas.
STS2012-train	MSRpar	2.200	Mr Colpin did not specify whether it was this system that was at the centre of the investigation.	Neither OLAF nor the Belgian prosecutors have specified if it was this system that was at the centre of the investigation.
STS2012-train	MSRpar	3.750	Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.	The computers are currently sold in Canada, the United States, and Korea.
STS2012-train	MSRpar	3.000	Ballmer has been vocal in the past warning that Linux is a threat to Microsoft.	In the memo, Ballmer reiterated the open-source threat to Microsoft.
STS2012-train	MSRpar	1.250	The broad Standard & Poor's 500-stock index was up 4.83 points or 0.49 per cent to 980.76.	Standard & Poor's 500 stock index futures declined 4.40 points to 983.50, while Nasdaq futures fell 6.5 points to 1,206.50.
STS2012-train	MSRpar	3.250	Talabani told him the Governing Council would "need UN assistance and advice in implementing the new decisions which have been taken."	Talabani told him Iraqi leaders would "need U.N. assistance and advice in implementing the new decisions which have been taken" on organising an interim Iraqi government by June.
STS2012-train	MSRpar	3.333	Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha, Neb.	Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.
STS2012-train	MSRpar	2.000	The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.	One month ago in the same poll, Katz was leading 46 to 40 percent.
STS2012-train	MSRpar	3.000	The broad Standard & Poor's 500 Index <.SPX> advanced 11 points, or 1.25 percent, to 931.	The Standard & Poor's 500 Index gained 10.89, or 1.2 percent, to 931.12 as of 12:01 p.m. in New York.
STS2012-train	MSRpar	2.667	"We are expending all available resources toward the investigation," said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle.	"We are aware of the situation," said Assistant US Attorney Todd Greenberg, a counter-terrorism prosecutor in Seattle.
STS2012-train	MSRpar	3.667	But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.	But they don't realize that until it's too late (of course) because they're potential victims.
STS2012-train	MSRpar	3.667	Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.	An attorney for plaintiff schoolchildren said he plans to appeal.
STS2012-train	MSRpar	4.333	The euro has slipped nearly four percent since matching a record peak of around $1.1935 only last week and hitting an all-time high of 140.90 yen in late May.	The euro has slipped as much as four cents since matching a record peak near $1.1935 last week and hitting a record high of 140.90 yen in late May.
STS2012-train	MSRpar	1.333	Pennsylvania, which has the most aggressive treatment program, is treating 548 of 8,030 inmates.	Texas, which has more than three times Michigan's inmate population, is treating 328 of its 16,298 infected inmates.
STS2012-train	MSRpar	2.200	The tech-loaded Nasdaq composite rose 20.96 points to 1595.91 to end at its highest level for 12 months.	The technology-laced Nasdaq Composite Index <.IXIC> climbed 19.11 points, or 1.2 percent, to 1,615.02.
